atributo,cluster,U,p_bruto,p_ajustado_FDR_por_atributo,significativo,efeito_r,mediana_cluster,mediana_resto,direcao
Sperm C18:1 n-7 to n-11,3_0,6325.5,0.010318006492800739,0.025058015768230368,True,0.08928382039714479,2.6,2.3,Maior
Sperm C18:1 n-7 to n-11,3_1,41826.5,0.09072292353508044,0.1713655222329297,False,0.058874938369189854,2.5,2.3,Maior
Sperm C18:1 n-7 to n-11,3_3,20091.5,0.1456203665371009,0.19426573927258653,False,0.050651153635773265,2.5,2.3,Maior
Sperm C18:1 n-7 to n-11,3_4,1591.0,0.9748394478082296,0.9748394478082296,False,-0.001135407257834952,2.4,2.4,Igual
Sperm C18:1 n-7 to n-11,4_0,51007.0,1.4517774140775778e-11,2.4680216039318823e-10,True,0.23499828690857055,2.6,2.3,Maior
Sperm C18:1 n-7 to n-11,4_1,7330.5,0.8759086461483434,0.9306529365326148,False,-0.005451784234573474,2.4,2.4,Igual
Sperm C18:1 n-7 to n-11,4_2,12044.0,0.10195546719447117,0.17332429423060097,False,0.05692820799964042,2.5,2.4,Maior
Sperm C18:1 n-7 to n-11,4_3,13763.5,0.006027114196205666,0.017076823555916054,True,0.09558546497840648,2.5,2.3,Maior
"Sperm C18:2 n-6 (Linoleic acid, LA)",0_0,11664.5,0.0975820863996202,0.18432171875483816,False,0.05797245480390003,3.7,3.7,Igual
"Sperm C18:2 n-6 (Linoleic acid, LA)",0_1,30544.0,0.49505928813657407,0.7013339915268132,False,-0.023877290721269172,3.6,3.7,Menor
"Sperm C18:2 n-6 (Linoleic acid, LA)",0_3,10146.5,0.026107848829274055,0.08876668601953179,False,0.07784190682250873,3.7,3.7,Igual
"Sperm C18:2 n-6 (Linoleic acid, LA)",1_1,24481.5,0.5947250538699912,0.7777173781376808,False,-0.018620866621359165,3.6,3.7,Menor
"Sperm C18:2 n-6 (Linoleic acid, LA)",1_3,36070.0,0.005908741973600462,0.025112153387801962,True,-0.09631050885838448,3.6,3.7,Menor
"Sperm C18:2 n-6 (Linoleic acid, LA)",1_4,12498.0,0.3099275780231534,0.4789789842176007,False,-0.035534386541254,3.5,3.7,Menor
"Sperm C18:2 n-6 (Linoleic acid, LA)",2_1,6739.5,0.0005421250132994625,0.0030720417420302872,True,-0.1210240875299024,3.5,3.7,Menor
"Sperm C18:2 n-6 (Linoleic acid, LA)",2_3,6475.5,0.8726975598701469,0.9389218634178894,False,0.005624604144240073,3.7,3.7,Igual
"Sperm C18:2 n-6 (Linoleic acid, LA)",2_4,13760.0,0.0002806602457039295,0.002385612088483401,True,-0.12708992660472676,3.5,3.7,Menor
"Sperm C18:2 n-6 (Linoleic acid, LA)",3_0,5962.0,0.03797331087686237,0.10759104748444337,False,0.07261903543469954,4.4,3.7,Maior
"Sperm C18:2 n-6 (Linoleic acid, LA)",3_1,37088.5,0.6721258110846925,0.816152770602841,False,-0.014813995191296614,3.7,3.7,Igual
"Sperm C18:2 n-6 (Linoleic acid, LA)",3_3,20423.0,0.09639011607255642,0.18432171875483816,False,0.058175624812228044,4.0,3.7,Maior
"Sperm C18:2 n-6 (Linoleic acid, LA)",3_4,1580.0,0.9559997696763186,0.9559997696763186,False,-0.0019680392469139164,3.8,3.7,Maior
"Sperm C18:2 n-6 (Linoleic acid, LA)",4_0,46596.0,2.4961541476089537e-06,4.2434620509352214e-05,True,0.16472661423866986,4.4,3.6,Maior
"Sperm C18:2 n-6 (Linoleic acid, LA)",4_1,8537.0,0.29244039062964333,0.4789789842176007,False,0.036847750678692746,3.7,3.7,Igual
"Sperm C18:2 n-6 (Linoleic acid, LA)",4_2,9982.5,0.8836911655697782,0.9389218634178894,False,-0.005132871213082333,3.6500000000000004,3.7,Menor
"Sperm C18:2 n-6 (Linoleic acid, LA)",4_3,12534.0,0.09046586922531123,0.18432171875483816,False,0.05924022632340392,3.7,3.7,Igual
Sperm C20:0,0_0,9666.5,0.9240299986376252,0.9240299986376252,False,-0.003328929000382722,0.6,0.6,Igual
Sperm C20:0,0_1,28423.0,0.08493587569994268,0.14439098868990255,False,-0.05987141553989882,0.6,0.6,Igual
Sperm C20:0,0_3,7651.0,0.829759556914649,0.9226626032845435,False,-0.0074884153718995875,0.6,0.6,Igual
Sperm C20:0,1_1,29539.5,0.025679626248355535,0.05456920577775551,False,0.07753466515080484,0.7,0.6,Maior
Sperm C20:0,1_3,48681.5,0.010448019843876322,0.02960272289098291,True,0.08898620852796424,0.6,0.6,Igual
Sperm C20:0,1_4,17483.0,0.007562260689029133,0.02960272289098291,True,0.0928271474501599,0.9,0.6,Maior
Sperm C20:0,2_1,6824.5,0.0006463821693014454,0.010988496878124572,True,-0.11855509738468659,0.5,0.6,Menor
Sperm C20:0,2_3,6176.5,0.8683883325030998,0.9226626032845435,False,-0.005777135782049973,0.6,0.6,Igual
Sperm C20:0,2_4,17431.0,0.1707457454934196,0.24188980611567773,False,-0.04761000828003307,0.6,0.6,Igual
Sperm C20:0,3_0,2006.0,0.0017551338054246773,0.014195046138802436,True,-0.10874517174943642,0.3,0.6,Menor
Sperm C20:0,3_1,37200.0,0.7067762917057521,0.8582283542141276,False,-0.013079863470740633,0.6,0.6,Igual
Sperm C20:0,3_3,13232.0,0.0025050081421416066,0.014195046138802436,True,-0.10504751916932946,0.5,0.6,Menor
Sperm C20:0,3_4,966.0,0.16360897060158064,0.24188980611567773,False,-0.04844404300095794,0.5,0.6,Menor
Sperm C20:0,4_0,41427.0,0.017764796104728454,0.04314307625434054,True,0.0823792381265147,0.6,0.6,Igual
Sperm C20:0,4_1,9473.5,0.04498621200955566,0.08497395601804958,False,0.0696811650560436,0.7,0.6,Maior
Sperm C20:0,4_2,7141.5,0.009091254068539506,0.02960272289098291,True,-0.09066065488678855,0.6,0.6,Igual
Sperm C20:0,4_3,11755.0,0.2975547565585035,0.3891100662688123,False,0.03621221419469551,0.6,0.6,Igual
"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",0_0,7739.0,0.07070797962485416,0.17171937908893153,False,-0.062467275988748586,0.03,0.04,Menor
"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",0_1,24680.0,0.00035605269193174664,0.006052895762839693,True,-0.12339145759370869,0.03,0.04,Menor
"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",0_3,5959.5,0.058750194087807954,0.16645888324878919,False,-0.06532702085851215,0.03,0.04,Menor
"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",1_1,27036.0,0.38636310144605224,0.6568172724582888,False,0.029941669146136482,0.04,0.04,Igual
"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",1_3,39304.0,0.1579827615623819,0.3247226673812541,False,-0.04879438595250875,0.04,0.04,Igual
"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",1_4,16910.5,0.023857939703660725,0.10139624374055808,False,0.07808552694663243,0.05,0.04,Maior
"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",2_1,11344.0,0.7130459037122503,0.8809088118417331,False,0.012722560983582683,0.04,0.04,Igual
"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",2_3,6121.5,0.8201645505231568,0.9295198239262444,False,-0.007874445801936102,0.04,0.04,Igual
"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",2_4,16473.5,0.04799054006050579,0.1631678362057197,False,-0.06834060533693696,0.03,0.04,Menor
"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",3_0,4776.0,0.5979257287570794,0.8518433211105096,False,0.018246449559981323,0.03,0.04,Menor
"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",3_1,43514.5,0.013764001020232779,0.08263224570437384,False,0.08512798181581314,0.04,0.04,Igual
"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",3_3,17788.5,0.9628011590589288,0.9628011590589288,False,-0.0016229251557059326,0.04,0.04,Igual
"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",3_4,1548.5,0.9006325874513313,0.9569221241670396,False,-0.004352394488367315,0.035,0.04,Menor
"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",4_0,41554.5,0.01458216100665421,0.08263224570437384,False,0.0844104415419335,0.04,0.04,Igual
"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",4_1,6970.5,0.6013011678427127,0.8518433211105096,False,-0.018073278282460616,0.04,0.04,Igual
"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",4_2,11721.5,0.171912000378311,0.3247226673812541,False,0.04721940467870756,0.06,0.04,Maior
"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",4_3,10941.0,0.7254543156343684,0.8809088118417331,False,0.012149567374710084,0.04,0.04,Igual
"Sperm C18:3 n-3 (a-linoleic acid, ALA)",0_0,8370.0,0.21204573609174926,0.7209555027119474,False,-0.043107329451960594,0.07,0.08,Menor
"Sperm C18:3 n-3 (a-linoleic acid, ALA)",0_1,30071.5,0.3557633934819868,0.9852424439969684,False,-0.03189578387393419,0.08,0.08,Igual
"Sperm C18:3 n-3 (a-linoleic acid, ALA)",0_3,7645.5,0.8244551119189639,0.9852424439969684,False,-0.0076764805981345075,0.08,0.08,Igual
"Sperm C18:3 n-3 (a-linoleic acid, ALA)",1_1,25166.0,0.8711971720023816,0.9852424439969684,False,-0.005608122157530326,0.08,0.08,Igual
"Sperm C18:3 n-3 (a-linoleic acid, ALA)",1_3,43847.5,0.6030861547923008,0.9852424439969684,False,0.01796179970699848,0.08,0.08,Igual
"Sperm C18:3 n-3 (a-linoleic acid, ALA)",1_4,16305.0,0.07037624258977015,0.39879870800869754,False,0.06249417111277061,0.09,0.08,Maior
"Sperm C18:3 n-3 (a-linoleic acid, ALA)",2_1,10783.5,0.9182585016870642,0.9852424439969684,False,-0.0035582505033992665,0.08,0.08,Igual
"Sperm C18:3 n-3 (a-linoleic acid, ALA)",2_3,6764.0,0.6305581184257303,0.9852424439969684,False,0.01662594852127913,0.08,0.08,Igual
"Sperm C18:3 n-3 (a-linoleic acid, ALA)",2_4,19660.0,0.9852424439969684,0.9852424439969684,False,0.0006495226231928113,0.08,0.08,Igual
"Sperm C18:3 n-3 (a-linoleic acid, ALA)",3_0,4544.0,0.8260782706595184,0.9852424439969684,False,0.007610328208434421,0.07,0.08,Menor
"Sperm C18:3 n-3 (a-linoleic acid, ALA)",3_1,38237.5,0.9296533169642368,0.9852424439969684,False,0.003056115543401349,0.08,0.08,Igual
"Sperm C18:3 n-3 (a-linoleic acid, ALA)",3_3,20787.0,0.05438790243046745,0.39879870800869754,False,0.06643778924127643,0.08,0.08,Igual
"Sperm C18:3 n-3 (a-linoleic acid, ALA)",3_4,1662.5,0.9022981229892224,0.9852424439969684,False,0.004276700671178318,0.07500000000000001,0.08,Menor
"Sperm C18:3 n-3 (a-linoleic acid, ALA)",4_0,31275.0,0.02157074916946259,0.36670273588086405,False,-0.07935234676236118,0.08,0.08,Igual
"Sperm C18:3 n-3 (a-linoleic acid, ALA)",4_1,6748.5,0.45427495647485716,0.9852424439969684,False,-0.02585653294532435,0.08,0.08,Igual
"Sperm C18:3 n-3 (a-linoleic acid, ALA)",4_2,11781.0,0.1559193206429092,0.662657112732364,False,0.04901064126039906,0.08499999999999999,0.08,Maior
"Sperm C18:3 n-3 (a-linoleic acid, ALA)",4_3,11033.0,0.6670582670431517,0.9852424439969684,False,0.014869178563209667,0.08,0.08,Igual
Sperm C20:1 n-9,0_0,9100.0,0.5420055918825396,0.6581496472859409,False,-0.020709926960906334,0.4,0.4,Igual
Sperm C20:1 n-9,0_1,29039.5,0.14549428857676897,0.6183507264512681,False,-0.04940919114070731,0.5,0.4,Maior
Sperm C20:1 n-9,0_3,7238.5,0.524932380655172,0.6581496472859409,False,-0.021593307339518673,0.45,0.4,Maior
Sperm C20:1 n-9,1_1,26595.5,0.525282199211506,0.6581496472859409,False,0.021567507077010693,0.4,0.4,Igual
Sperm C20:1 n-9,1_3,42304.5,0.8898150931327448,0.948427965606758,False,-0.004709003522366473,0.4,0.4,Igual
Sperm C20:1 n-9,1_4,17954.0,0.0019867135406794892,0.033774130191551316,True,0.10495518807402268,0.5,0.4,Maior
Sperm C20:1 n-9,2_1,8691.0,0.0580430261384294,0.3289104814510999,False,-0.06433897849003571,0.4,0.4,Igual
Sperm C20:1 n-9,2_3,5732.0,0.5034226364718948,0.6581496472859409,False,-0.022727214033675138,0.3,0.4,Menor
Sperm C20:1 n-9,2_4,17877.5,0.2636946886369673,0.6581496472859409,False,-0.0379429465715134,0.4,0.4,Igual
Sperm C20:1 n-9,3_0,3417.0,0.1944552644474048,0.6581496472859409,False,-0.044057381977743844,0.3,0.4,Menor
Sperm C20:1 n-9,3_1,39992.0,0.3713943777203301,0.6581496472859409,False,0.030343416922015427,0.5,0.4,Maior
Sperm C20:1 n-9,3_3,20710.0,0.05667483567862676,0.3289104814510999,False,0.06469002368897774,0.5,0.4,Maior
Sperm C20:1 n-9,3_4,1576.5,0.948427965606758,0.948427965606758,False,-0.0022329676070754053,0.4,0.4,Igual
Sperm C20:1 n-9,4_0,38257.5,0.34757170513147173,0.6581496472859409,False,0.03188591087028025,0.5,0.4,Maior
Sperm C20:1 n-9,4_1,6515.0,0.3160598685317916,0.6581496472859409,False,-0.034042974223606706,0.4,0.4,Igual
Sperm C20:1 n-9,4_2,10005.0,0.8959004486765039,0.948427965606758,False,-0.004455512841854459,0.5,0.4,Maior
Sperm C20:1 n-9,4_3,9589.5,0.412913929558161,0.6581496472859409,False,-0.02780211220417235,0.4,0.4,Igual
Sperm C20:2 n-6,0_0,11090.0,0.23916694064223887,0.6776396651530101,False,0.04034600585717308,0.5,0.5,Igual
Sperm C20:2 n-6,0_1,30338.0,0.4244916126421657,0.7334655987570962,False,-0.027373184032272332,0.5,0.5,Igual
Sperm C20:2 n-6,0_3,8688.0,0.4145958816534595,0.7334655987570962,False,0.02797042819275736,0.55,0.5,Maior
Sperm C20:2 n-6,1_1,24799.0,0.7136021753064121,0.8291923975659827,False,-0.012585006333169748,0.5,0.5,Igual
Sperm C20:2 n-6,1_3,36563.0,0.00934268495589738,0.05397887851188472,False,-0.08906701826079735,0.5,0.5,Igual
Sperm C20:2 n-6,1_4,12714.5,0.38211222154051216,0.7334655987570962,False,-0.029959607783151466,0.5,0.5,Igual
Sperm C20:2 n-6,2_1,11834.5,0.43145035221005656,0.7334655987570962,False,0.026970086468622194,0.5,0.5,Igual
Sperm C20:2 n-6,2_3,6391.5,0.9441025082508652,0.9441025082508652,False,0.002421439750232167,0.5,0.5,Igual
Sperm C20:2 n-6,2_4,17587.5,0.19694078970542694,0.6695986849984515,False,-0.04422166526237723,0.5,0.5,Igual
Sperm C20:2 n-6,3_0,6763.5,0.0014169345426607541,0.02408788722523282,True,0.10936408398325488,0.6,0.5,Maior
Sperm C20:2 n-6,3_1,37093.0,0.6671340820793463,0.8291923975659827,False,-0.014744007812440096,0.5,0.5,Igual
Sperm C20:2 n-6,3_3,20002.5,0.15590186686891558,0.6625829341928913,False,0.04863100903636308,0.6,0.5,Maior
Sperm C20:2 n-6,3_4,1569.5,0.9366111563659039,0.9441025082508652,False,-0.0027628243273983824,0.5,0.5,Igual
Sperm C20:2 n-6,4_0,41832.5,0.009525684443273775,0.05397887851188472,False,0.08883926153790547,0.6,0.5,Maior
Sperm C20:2 n-6,4_1,7958.5,0.6291189360771061,0.8291923975659827,False,0.016565710937851873,0.5,0.5,Igual
Sperm C20:2 n-6,4_2,9641.5,0.6534480419711876,0.8291923975659827,False,-0.015398613639247,0.5,0.5,Igual
Sperm C20:2 n-6,4_3,10132.0,0.7316403507935142,0.8291923975659827,False,-0.011765274489378622,0.5,0.5,Igual
Sperm C22:0,0_0,10946.5,0.30136437276990313,0.6403992921360442,False,0.035943228792150776,2.0,1.7,Maior
Sperm C22:0,0_1,39521.0,0.0002196842322945648,0.0037346319490076016,True,0.12846559400142687,2.0,1.7,Maior
Sperm C22:0,0_3,9879.0,0.048198835190975516,0.22127764425086707,False,0.0686950980919921,2.0,1.7,Maior
Sperm C22:0,1_1,23845.0,0.37698850932093464,0.6957623194589934,False,-0.03072110307311527,1.7,1.7,Igual
Sperm C22:0,1_3,44337.0,0.4694513573537623,0.6957623194589934,False,0.025153865929146334,1.8,1.7,Maior
Sperm C22:0,1_4,13306.5,0.6723312900898746,0.7143519957204918,False,-0.014715870948062796,1.8,1.7,Maior
Sperm C22:0,2_1,9975.0,0.4368635904741326,0.6957623194589934,False,-0.027042703825834426,1.6,1.7,Menor
Sperm C22:0,2_3,4865.0,0.10865278040978857,0.36941945339328114,False,-0.055788446528971025,1.55,1.7,Menor
Sperm C22:0,2_4,18524.0,0.4911263431475248,0.6957623194589934,False,-0.02394573404170831,1.6,1.7,Menor
Sperm C22:0,3_0,2904.5,0.05206532805902755,0.22127764425086707,False,-0.06755312418751878,1.2,1.7,Menor
Sperm C22:0,3_1,36734.0,0.5588695412183038,0.7143519957204918,False,-0.020327445370104648,1.7,1.7,Igual
Sperm C22:0,3_3,18400.0,0.7246406137957927,0.7246406137957927,False,0.012257057120016833,1.7,1.7,Igual
Sperm C22:0,3_4,921.5,0.1363920149727445,0.37225206532775884,False,-0.0518124178658683,1.2999999999999998,1.7,Menor
Sperm C22:0,4_0,37299.0,0.6328262558886972,0.7143519957204918,False,0.016616040488484786,1.7,1.7,Igual
Sperm C22:0,4_1,7023.0,0.6408944081507386,0.7143519957204918,False,-0.01623264373381041,1.6,1.7,Menor
Sperm C22:0,4_2,8503.5,0.15328026219378305,0.37225206532775884,False,-0.049657894815127904,1.6,1.7,Menor
Sperm C22:0,4_3,7943.5,0.02787572486456282,0.22127764425086707,False,-0.07645950368537138,1.6,1.7,Menor
Sperm C20:3 n-6,0_0,7012.5,0.015582702695347861,0.05298118916418273,False,-0.08475729367333888,1.7,1.9,Menor
Sperm C20:3 n-6,0_1,25341.0,0.0013684769324825978,0.023264107852204164,True,-0.112174052357917,1.8,1.9,Menor
Sperm C20:3 n-6,0_3,9071.0,0.24137461333284627,0.41033684266583864,False,0.04106660667420733,2.1,1.9,Maior
Sperm C20:3 n-6,1_1,26526.0,0.5635614211973938,0.6843245828825497,False,0.020246271517863717,1.9,1.9,Igual
Sperm C20:3 n-6,1_3,38259.0,0.06716197861610988,0.1427192045592335,False,-0.06414823519080193,1.8,1.9,Menor
Sperm C20:3 n-6,1_4,13450.5,0.7536727031150956,0.800777247059789,False,-0.011007934961149336,1.8,1.9,Menor
Sperm C20:3 n-6,2_1,10647.0,0.8303152053708878,0.8303152053708878,False,-0.00752315820718702,1.9,1.9,Igual
Sperm C20:3 n-6,2_3,6921.5,0.5186858702855475,0.6782815226811005,False,0.022631881760043954,2.2,1.9,Maior
Sperm C20:3 n-6,2_4,17007.5,0.10519504546775313,0.19870175255020034,False,-0.05677910264410492,1.8,1.9,Menor
Sperm C20:3 n-6,3_0,5032.0,0.39251785790518434,0.6066185076716485,False,0.02998285932720549,2.1,1.9,Maior
Sperm C20:3 n-6,3_1,44099.0,0.007171215287769508,0.03047766497302041,True,0.09421856469173218,2.1,1.9,Maior
Sperm C20:3 n-6,3_3,17062.5,0.6056412313828032,0.686393395567177,False,-0.018101857505950784,1.9,1.9,Igual
Sperm C20:3 n-6,3_4,1291.5,0.4975577305173533,0.6782815226811005,False,-0.023805705505939488,1.75,1.9,Menor
Sperm C20:3 n-6,4_0,42339.5,0.005678773356937094,0.03047766497302041,True,0.09691628217804142,2.1,1.9,Maior
Sperm C20:3 n-6,4_1,10389.0,0.003681162687633107,0.03047766497302041,True,0.10177832561393436,2.5,1.9,Maior
Sperm C20:3 n-6,4_2,7567.0,0.026320583597587315,0.07457498685983072,False,-0.07785105546645697,1.7,1.9,Menor
Sperm C20:3 n-6,4_3,12711.5,0.06576039872583402,0.1427192045592335,False,0.06448730225773736,2.5,1.9,Maior
Sperm C20:4 n-6 and C22:1 n-9 combined,0_0,7988.5,0.11702369192356317,0.2800123588096203,False,-0.0548122733565321,2.4,2.5,Menor
Sperm C20:4 n-6 and C22:1 n-9 combined,0_1,32618.0,0.7462954640721776,0.8151150360833344,False,0.011319227371063638,2.5,2.4,Maior
Sperm C20:4 n-6 and C22:1 n-9 combined,0_3,7609.0,0.7988890031897035,0.8151150360833344,False,-0.00892454982678444,2.45,2.5,Menor
Sperm C20:4 n-6 and C22:1 n-9 combined,1_1,27342.0,0.30651520332330995,0.4008275735766361,False,0.03575890772310014,2.5,2.5,Igual
Sperm C20:4 n-6 and C22:1 n-9 combined,1_3,50206.5,0.0014424591829214901,0.012260903054832666,True,0.11139254354078443,2.5,2.4,Maior
Sperm C20:4 n-6 and C22:1 n-9 combined,1_4,15633.5,0.19614596752339997,0.37049793865531105,False,0.04520334461824014,2.5,2.5,Igual
Sperm C20:4 n-6 and C22:1 n-9 combined,2_1,12720.5,0.13177052179276247,0.2800123588096203,False,0.05270567786463648,2.45,2.5,Menor
Sperm C20:4 n-6 and C22:1 n-9 combined,2_3,8582.0,0.013972133829363385,0.06110636250069579,False,0.0859515779058788,2.55,2.5,Maior
Sperm C20:4 n-6 and C22:1 n-9 combined,2_4,21618.0,0.21838352867259747,0.3712519987434157,False,0.04304169916357697,2.4,2.5,Menor
Sperm C20:4 n-6 and C22:1 n-9 combined,3_0,2578.5,0.018319109908749732,0.062284973689749085,False,-0.08249870850046831,2.3,2.5,Menor
Sperm C20:4 n-6 and C22:1 n-9 combined,3_1,36796.0,0.5798293272862257,0.7040784688475599,False,-0.01936317481697038,2.3,2.5,Menor
Sperm C20:4 n-6 and C22:1 n-9 combined,3_3,14089.5,0.014377967647222538,0.06110636250069579,False,-0.08558376642782124,2.0,2.5,Menor
Sperm C20:4 n-6 and C22:1 n-9 combined,3_4,1714.5,0.8151150360833344,0.8151150360833344,False,0.008212779165006151,2.4,2.5,Menor
Sperm C20:4 n-6 and C22:1 n-9 combined,4_0,27944.0,0.0001522205243566873,0.002587748914063684,True,-0.13241853167812612,2.3,2.5,Menor
Sperm C20:4 n-6 and C22:1 n-9 combined,4_1,9343.5,0.06256613607684823,0.17727071888440332,False,0.0651234033165288,2.5,2.45,Maior
Sperm C20:4 n-6 and C22:1 n-9 combined,4_2,8919.0,0.2881565478911451,0.4008275735766361,False,-0.0371493435597865,2.5,2.5,Igual
Sperm C20:4 n-6 and C22:1 n-9 combined,4_3,9237.0,0.2744489974122172,0.4008275735766361,False,-0.038222361594890855,2.3,2.5,Menor
"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",0_0,7913.0,0.10185017384454559,0.28768249249370564,False,-0.05712871703882607,0.07,0.07,Igual
"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",0_1,30748.0,0.5588626412541264,0.6786189215228678,False,-0.02041533812202332,0.07,0.07,Igual
"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",0_3,8299.0,0.6747118938108446,0.7646734796522906,False,0.014669087646323848,0.07,0.07,Igual
"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",1_1,27513.5,0.26382754080120807,0.4573966323159881,False,0.03901922280790167,0.07,0.07,Igual
"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",1_3,51447.5,0.00020498914264231827,0.0018285020588081774,True,0.12962615780367615,0.08,0.07,Maior
"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",1_4,15351.0,0.277448843946525,0.4573966323159881,False,0.037929095199468944,0.08,0.07,Maior
"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",2_1,9029.0,0.1184574969091729,0.28768249249370564,False,-0.054521111794942234,0.07,0.07,Igual
"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",2_3,8422.0,0.022214645988735883,0.09441224545212751,False,0.07985031239348278,0.08,0.07,Maior
"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",2_4,20757.5,0.4846005066934169,0.6371219801680508,False,0.02441122525499649,0.08,0.07,Maior
"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",3_0,1559.5,0.00021511788927155027,0.0018285020588081774,True,-0.12921512081609887,0.05,0.07,Menor
"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",3_1,38141.0,0.9646442386526266,0.9646442386526266,False,0.001555275085700432,0.07,0.07,Igual
"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",3_3,15190.0,0.08263121247736242,0.28094612242303224,False,-0.06060433798230546,0.07,0.07,Igual
"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",3_4,1553.0,0.9093735930959405,0.9646442386526266,False,-0.00401177231101683,0.07,0.07,Igual
"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",4_0,29731.5,0.0029101640935134485,0.016490929863242874,True,-0.10394185634431351,0.06,0.07,Menor
"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",4_1,8815.0,0.18215751940500136,0.3870847287356279,False,0.0465943488601167,0.09,0.07,Maior
"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",4_2,8940.5,0.2959625267926982,0.4573966323159881,False,-0.03650209000505765,0.07,0.07,Igual
"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",4_3,11351.0,0.48721092601086236,0.6371219801680508,False,0.02426957375824083,0.09,0.07,Maior
Sperm C24:0,0_0,8619.0,0.309826556884089,0.40515780515611644,False,-0.035467667506381806,1.2,1.4,Menor
Sperm C24:0,0_1,26803.5,0.012343407161939792,0.05245948043824412,False,-0.08735490688538242,1.2,1.4,Menor
Sperm C24:0,0_3,7234.0,0.5336188089694602,0.5669699845300515,False,-0.021747178888256335,1.35,1.4,Menor
Sperm C24:0,1_1,28278.5,0.1250045294031926,0.2361196666504749,False,0.05356231925031082,1.5,1.2,Maior
Sperm C24:0,1_3,46988.5,0.06630421442966716,0.14216502296924105,False,0.0641115034940596,1.5,1.2,Maior
Sperm C24:0,1_4,16892.0,0.026224966315316737,0.07430407122673074,False,0.0776091601705359,1.65,1.2,Maior
Sperm C24:0,2_1,7681.0,0.007294596545681017,0.04133604709219243,True,-0.0936763908037766,1.2,1.4,Menor
Sperm C24:0,2_3,7166.0,0.3602628139401016,0.4374619883558377,False,0.031955378121174105,1.45,1.2,Maior
Sperm C24:0,2_4,15765.5,0.016551324848292664,0.056274504484195055,False,-0.08366933924428731,1.2,1.4,Menor
Sperm C24:0,3_0,2308.0,0.0065698644033801035,0.04133604709219243,True,-0.09489987585216417,1.0,1.4,Menor
Sperm C24:0,3_1,39259.0,0.5875184802428615,0.5875184802428615,False,0.01894325054383126,1.5,1.2,Maior
Sperm C24:0,3_3,15041.5,0.06690118727964285,0.14216502296924105,False,-0.06397502869031008,1.2,1.4,Menor
Sperm C24:0,3_4,1120.0,0.2924596222888709,0.40515780515611644,False,-0.03678719515385243,1.2,1.4,Menor
Sperm C24:0,4_0,42395.5,0.005084305226593904,0.04133604709219243,True,0.09780841858010772,1.5,1.2,Maior
Sperm C24:0,4_1,8319.5,0.40280944735598323,0.45651737367011436,False,0.02922226469142759,1.5,1.2,Maior
Sperm C24:0,4_2,8831.5,0.25460792947371735,0.3934849819139268,False,-0.03978351500345046,1.2,1.4,Menor
Sperm C24:0,4_3,12122.5,0.17761431892426938,0.30194434217125793,False,0.04707587845310417,1.5,1.2,Maior
Sperm C24:1 n-9,0_0,9162.5,0.5887324361285466,0.714889386727521,False,-0.018792341131192786,1.7,1.7,Igual
Sperm C24:1 n-9,0_1,31483.5,0.819490228957693,0.8691257259951948,False,-0.00793364137327174,1.7,1.7,Igual
Sperm C24:1 n-9,0_3,6287.5,0.1193234493961618,0.22538873774830562,False,-0.0541114946394114,1.3,1.7,Menor
Sperm C24:1 n-9,1_1,29430.5,0.02980821787063227,0.08445661730012476,False,0.07546251154005636,1.7,1.7,Igual
